user_id,state,timestamp
898190128,start,2025-02-03 01:38:12.010636
7764693044,start,2025-02-03 01:38:12.294568
7764693044,leggings,2025-02-03 01:38:13.322744
7764693044,bra,2025-02-03 01:38:14.915822
7764693044,gym_or_home,2025-02-03 01:38:16.134950
7764693044,pose_window,2025-02-03 01:38:17.220569
898190128,leggings,2025-02-03 01:38:20.364323
898190128,bra,2025-02-03 01:38:28.136883
898190128,gym_or_home,2025-02-03 01:38:34.410223
898190128,pose_window,2025-02-03 01:38:39.460906
7764693044,start,2025-02-03 01:38:44.249027
7764693044,leggings,2025-02-03 01:38:45.040699
7764693044,bra,2025-02-03 01:38:46.342477
7764693044,gym_or_home,2025-02-03 01:38:47.571207
7764693044,swimsuit,2025-02-03 01:38:49.363918
7764693044,pose_window,2025-02-03 01:38:50.703160
7764693044,start,2025-02-03 01:45:26.611624
7764693044,leggings,2025-02-03 01:45:36.090102
7764693044,bra,2025-02-03 01:45:37.641115
7764693044,gym_or_home,2025-02-03 01:45:38.611067
7764693044,start,2025-02-03 01:48:11.165271
7764693044,leggings,2025-02-03 01:48:15.463599
7764693044,start,2025-02-03 01:53:18.074210
7764693044,leggings,2025-02-03 01:53:19.058240
7764693044,leggings,2025-02-03 01:53:22.951097
7764693044,bra,2025-02-03 01:53:30.994871
7764693044,gym_or_home,2025-02-03 01:53:33.971024
7764693044,pose_window,2025-02-03 01:53:46.254326
7764693044,start,2025-02-03 02:02:39.563526
7764693044,leggings,2025-02-03 02:02:41.255693
7764693044,leggings,2025-02-03 02:03:07.251694
7764693044,bra,2025-02-03 02:03:09.353413
7764693044,gym_or_home,2025-02-03 02:03:11.324846
7764693044,swimsuit,2025-02-03 02:03:13.828523
7764693044,pose_window,2025-02-03 02:03:16.996210
7764693044,jeans,2025-02-03 02:03:27.308326
7764693044,start,2025-02-03 02:03:44.301255
7764693044,leggings,2025-02-03 02:03:45.384291
7764693044,leggings,2025-02-03 02:03:46.780808
7764693044,bra,2025-02-03 02:03:48.864235
7764693044,gym_or_home,2025-02-03 02:03:51.612047
7764693044,pose_window,2025-02-03 02:03:54.359009
7764693044,start,2025-02-03 02:04:01.432617
7764693044,leggings,2025-02-03 02:04:02.294378
7764693044,leggings,2025-02-03 02:04:04.465064
7764693044,bra,2025-02-03 02:04:06.211840
7764693044,gym_or_home,2025-02-03 02:04:12.328960
7764693044,swimsuit,2025-02-03 02:04:16.052471
7764693044,pose_window,2025-02-03 02:04:23.269381
7764693044,pose_window,2025-02-03 02:04:47.263715
7764693044,start,2025-02-03 02:05:22.666374
7764693044,leggings,2025-02-03 02:05:23.625449
7764693044,leggings,2025-02-03 02:05:25.169777
7764693044,bra,2025-02-03 02:05:26.124936
7764693044,gym_or_home,2025-02-03 02:05:27.819509
7764693044,swimsuit,2025-02-03 02:05:30.885571
7764693044,pose_window,2025-02-03 02:05:33.672522
7764693044,pose_window,2025-02-03 02:06:00.225649
7764693044,start,2025-02-03 02:13:38.989358
7764693044,leggings,2025-02-03 02:13:40.152774
7764693044,leggings,2025-02-03 02:13:41.629994
7764693044,bra,2025-02-03 02:13:42.887492
7764693044,gym_or_home,2025-02-03 02:13:44.189468
7764693044,swimsuit,2025-02-03 02:13:45.849568
7764693044,pose_window,2025-02-03 02:13:47.519204
7764693044,swimsuit,2025-02-03 02:13:59.777071
7764693044,pose_window,2025-02-03 02:14:02.608362
7764693044,jeans,2025-02-03 02:14:19.948838
7764693044,start,2025-02-03 02:17:03.291832
7764693044,leggings,2025-02-03 02:17:04.351465
7764693044,leggings,2025-02-03 02:17:05.952266
7764693044,bra,2025-02-03 02:17:07.472637
7764693044,gym_or_home,2025-02-03 02:17:08.955342
7764693044,pose_window,2025-02-03 02:17:11.801017
7764693044,start,2025-02-03 02:17:15.376920
7764693044,leggings,2025-02-03 02:17:16.174151
7764693044,leggings,2025-02-03 02:17:17.261080
7764693044,bra,2025-02-03 02:17:18.373770
7764693044,gym_or_home,2025-02-03 02:17:19.468063
7764693044,swimsuit,2025-02-03 02:17:21.033828
7764693044,pose_window,2025-02-03 02:17:23.464543
7764693044,swimsuit,2025-02-03 02:17:32.462719
7764693044,pose_window,2025-02-03 02:17:33.779992
7764693044,start,2025-02-03 02:17:47.339851
7764693044,leggings,2025-02-03 02:17:48.283908
7764693044,leggings,2025-02-03 02:17:50.475531
7764693044,bra,2025-02-03 02:17:51.835025
7764693044,gym_or_home,2025-02-03 02:17:53.102935
7764693044,swimsuit,2025-02-03 02:17:55.441209
7764693044,pose_window,2025-02-03 02:17:56.920454
7764693044,swimsuit,2025-02-03 02:18:06.977489
7764693044,start,2025-02-03 02:21:52.797975
7764693044,leggings,2025-02-03 02:21:53.688722
7764693044,leggings,2025-02-03 02:21:55.819584
7764693044,bra,2025-02-03 02:21:56.862505
7764693044,gym_or_home,2025-02-03 02:21:58.966008
7764693044,swimsuit,2025-02-03 02:22:02.480051
7764693044,pose_window,2025-02-03 02:22:03.981106
7764693044,swimsuit,2025-02-03 02:22:08.724775
7764693044,pose_window,2025-02-03 02:22:12.325969
7764693044,start,2025-02-03 02:22:24.014871
7764693044,leggings,2025-02-03 02:22:25.004106
7764693044,leggings,2025-02-03 02:22:28.193861
7764693044,bra,2025-02-03 02:22:29.068706
7764693044,gym_or_home,2025-02-03 02:22:30.274390
7764693044,swimsuit,2025-02-03 02:22:33.512160
7764693044,pose_window,2025-02-03 02:22:34.916476
7764693044,swimsuit,2025-02-03 02:22:47.840250
7764693044,start,2025-02-03 02:23:52.270015
7764693044,leggings,2025-02-03 02:23:53.174748
7764693044,leggings,2025-02-03 02:23:54.584527
7764693044,bra,2025-02-03 02:23:55.341736
7764693044,gym_or_home,2025-02-03 02:23:57.174851
7764693044,swimsuit,2025-02-03 02:23:59.061340
7764693044,pose_window,2025-02-03 02:24:00.310004
7764693044,jeans,2025-02-03 02:24:05.019481
7764693044,start,2025-02-03 02:27:54.987463
7764693044,leggings,2025-02-03 02:27:55.775323
7764693044,leggings,2025-02-03 02:27:57.438702
7764693044,bra,2025-02-03 02:27:58.894809
7764693044,gym_or_home,2025-02-03 02:28:00.806371
7764693044,swimsuit,2025-02-03 02:28:05.611740
7764693044,pose_window,2025-02-03 02:28:06.739369
7764693044,swimsuit,2025-02-03 02:28:11.102981
7764693044,pose_window,2025-02-03 02:28:12.470615
7764693044,start,2025-02-03 02:31:57.188138
7764693044,leggings,2025-02-03 02:31:58.091847
7764693044,leggings,2025-02-03 02:31:59.477673
7764693044,bra,2025-02-03 02:32:00.755430
7764693044,gym_or_home,2025-02-03 02:32:01.969556
7764693044,swimsuit,2025-02-03 02:32:02.791662
7764693044,pose_window,2025-02-03 02:32:03.948096
7764693044,new_swimsuit,2025-02-03 02:32:08.665347
7764693044,pose_window,2025-02-03 02:32:09.874276
7764693044,jeans,2025-02-03 02:32:28.358638
7764693044,start,2025-02-03 02:35:17.705576
7764693044,leggings,2025-02-03 02:35:18.496965
7764693044,leggings,2025-02-03 02:35:19.808015
7764693044,bra,2025-02-03 02:35:20.660226
7764693044,gym_or_home,2025-02-03 02:35:22.104352
7764693044,pose_window,2025-02-03 02:35:24.698680
7764693044,new_swimsuit,2025-02-03 02:35:28.090179
7764693044,pose_window,2025-02-03 02:35:29.430962
7764693044,start,2025-02-03 02:35:40.167192
7764693044,leggings,2025-02-03 02:35:41.190858
7764693044,leggings,2025-02-03 02:35:42.651475
7764693044,bra,2025-02-03 02:35:43.634398
7764693044,start,2025-02-03 02:41:13.696239
7764693044,leggings,2025-02-03 02:41:14.356449
7764693044,leggings,2025-02-03 02:41:15.775336
7764693044,bra,2025-02-03 02:41:16.828649
7764693044,gym_or_home,2025-02-03 02:41:18.196912
7764693044,pose_window,2025-02-03 02:41:20.036742
7764693044,new_swimsuit,2025-02-03 02:41:25.111907
7764693044,pose_window,2025-02-03 02:41:26.466784
7764693044,start,2025-02-03 02:43:59.762231
7764693044,leggings,2025-02-03 02:44:00.632111
7764693044,leggings,2025-02-03 02:44:02.265506
7764693044,bra,2025-02-03 02:44:03.679342
7764693044,gym_or_home,2025-02-03 02:44:04.713321
7764693044,swimsuit,2025-02-03 02:44:06.656614
7764693044,pose_window,2025-02-03 02:44:10.148109
7764693044,start,2025-02-03 02:47:26.121018
7764693044,start,2025-02-03 02:47:33.294773
7764693044,leggings,2025-02-03 02:47:34.108551
7764693044,leggings,2025-02-03 02:47:35.373323
7764693044,bra,2025-02-03 02:47:36.432539
7764693044,gym_or_home,2025-02-03 02:47:37.389453
7764693044,pose_window,2025-02-03 02:47:38.397685
7764693044,new_swimsuit,2025-02-03 02:47:43.026462
7764693044,pose_window,2025-02-03 02:47:44.236530
7764693044,jeans,2025-02-03 02:47:49.437959
7764693044,start,2025-02-03 02:51:15.172264
7764693044,leggings,2025-02-03 02:51:16.015759
7764693044,leggings,2025-02-03 02:51:17.864585
7764693044,bra,2025-02-03 02:51:18.813862
7764693044,gym_or_home,2025-02-03 02:51:20.282560
7764693044,pose_window,2025-02-03 02:51:21.675577
7764693044,new_swimsuit,2025-02-03 02:51:25.003039
7764693044,final_step,2025-02-03 02:51:26.481635
